Gene ID,Res_ss_1,Res_ss_2,Res_ss_3,ift_pH_1,ift_pH_2,ift_pH_3,ift_ss_1,ift_ss_2,ift_ss_3
Cre11.g801326_4532,10.28,12.28,9.87,49.28,49.09,42.31,11.76,27.04,31.64
Cre11.g801330_4532,0,0,0.1,0.1,0,0,0,0.1,0.1
Cre11.g801331_4532,6.31,5.07,8.42,2.13,3.6,4.68,2.28,5.1,4.59
Cre11.g801333_4532,19.55,26.01,8.4,49.85,70.09,48.74,44.8,19.08,38.34
Cre11.g801334_4532,0.29,0.23,0.16,4.14,3.96,3.01,0.38,0.79,1.16
Cre11.g801335_4532,28.8,35.42,7.03,123.59,169.9,94.61,61.26,16.95,46.55
Cre12.g483500_4532,4.3,5.4,4.51,4.57,8.03,7.36,3.34,7.93,8.07
Cre12.g483550_4532,8.86,10.37,3.95,54.46,56.12,49.04,6.77,7.65,16.21
Cre12.g483600_4532,0.95,1.32,0.88,2.92,1.38,1.41,1.98,1.31,1.7
Cre12.g483650_4532,7.67,6.75,6.12,5.87,2.92,3.2,10.58,5.8,6.73
Cre12.g483700_4532,9.21,5.33,9.03,4.68,4.82,9.11,24.15,11.01,11.5
Cre12.g483720_4532,8.2,8.79,2.02,7.4,16.94,18.52,36.07,3.2,9.72
Cre12.g483750_4532,3.66,4.76,2.43,43.03,33.29,31.6,11.25,5.36,10.84
Cre12.g483800_4532,1.94,3.35,1.77,4.57,3.91,4.45,4.21,3.16,5.18
Cre12.g483850_4532,229.57,176.6,381.84,242.47,316.17,333.5,270.53,468.56,571.26
Cre12.g483900_4532,1.9,2.65,1.34,4.49,3.74,3.6,3.35,3.7,5.56
Cre12.g483950_4532,211.75,193.31,292.38,176.36,303.47,353.99,149.25,369.15,360.32
Cre12.g484000_4532,40.72,39.24,65.02,65.37,29.77,39.13,57.84,48.54,51.92
Cre12.g484050_4532,11503.64,8681.89,6829.45,8112.49,5413.76,7779.46,9644.81,8404.25,10472.09
Cre12.g484100_4532,3.54,2.39,3.07,3.77,4.65,8.31,18.63,2.15,5.7
Cre12.g484150_4532,7.32,6.37,4.7,12.89,21.39,18.88,15.18,6.82,9.8
Cre12.g484200_4532,131.74,106.45,84.39,169.74,31.07,65.31,252.9,48.6,116.15
Cre12.g484250_4532,1.46,1.63,3.7,3.5,3.43,4,5.66,5.5,3.05
Cre12.g484300_4532,14.51,13.61,11.41,14.98,28.32,27.23,14.62,13.34,18.49
Cre12.g484350_4532,2.48,4.22,2.35,4.16,5.74,5.34,7.43,7.63,10.09
Cre12.g484400_4532,0.03,0.08,0.11,0.28,0.92,0.34,0.03,0,0.14
Cre12.g484450_4532,0.52,0.53,0.41,0.95,0.66,0.93,3.08,1.47,1.79
Cre12.g484500_4532,0.57,0.56,0.3,1.03,0.87,0.96,6.13,0.34,0.7
Cre12.g484550_4532,0,0,0,0.06,0,0,0.06,0,0
Cre12.g484600_4532,0.27,0.77,0.45,1.6,1.39,1.8,3.4,1.18,1.84
Cre12.g484650_4532,0.52,0.57,0.35,1.62,0.49,0.62,1.9,1.28,1.69
Cre12.g484700_4532,11.08,8.93,38.17,16.22,13.9,16.26,21.52,25.04,28.81
Cre12.g484750_4532,3.82,5.87,3.43,8.16,5.99,7,9.82,8.05,11.51
Cre12.g484800_4532,3.64,4.4,1.83,7.14,8.37,6.68,5.01,3.46,5.41
Cre12.g484900_4532,5.79,5.34,9.7,8.79,11.2,11.19,30.37,15.27,24.69
Cre12.g484950_4532,0.86,0.93,1.29,4.26,5.98,4.88,5.56,2.5,4.13
Cre12.g485000_4532,6.45,6.83,13.92,16.74,22.71,18.55,23.03,20.68,26.95
Cre12.g485050_4532,6.51,6.72,16.86,5.26,4.15,6.94,15.94,43.1,35.76
Cre12.g485100_4532,0,0,0.24,0,0,0,0,0,0
Cre12.g485150_4532,0.85,2.96,2.4,21.87,72.27,48.75,2.06,36.23,38.88
Cre12.g485200_4532,0,0,0,0,0,0.06,0,0,0
Cre12.g485250_4532,2.15,3.47,0.49,3.26,5.74,3.92,3.35,1.05,1.89
Cre12.g485300_4532,0.17,0.25,0.02,0.5,0.62,0.43,0.78,0.56,0.46
Cre12.g485350_4532,8.83,11.08,3.6,47.36,39.23,44.8,55,26.98,66.74
Cre12.g485400_4532,0,0,0,0.04,0.04,0.14,0,0.13,0.03
Cre12.g485418_4532,4.22,4.49,3.45,4.75,2.77,2.53,7.29,5.13,4.22
Cre12.g485478_4532,1.45,0.73,0,0.77,0,0,2.63,3.95,0.75
Cre12.g485500_4532,3.88,5.02,3.14,7.36,9.68,7.01,3.17,3.72,4.46
Cre12.g485550_4532,6.55,6.74,13.83,7.89,4.83,6.87,7.27,5.32,8.16
Cre12.g485600_4532,2.19,2.19,7.57,0.54,0.12,0.44,0.73,2.99,1.19
Cre12.g485750_4532,5.21,5.16,7.93,15.77,16.42,15.39,10.41,9.36,10.49
Cre12.g485800_4532,63.37,48.07,67.12,127.75,186.57,174.15,95.23,74.47,114.97
Cre12.g485850_4532,20.89,22.01,14.73,48.9,21.69,29.07,69.82,16.31,28.82
Cre12.g485900_4532,0.79,0.83,0.3,0.25,0.54,0.58,2.99,0.26,0.16
Cre12.g485950_4532,1.17,1.45,0.52,1.26,1.54,1.79,2.89,0.78,1.26
Cre12.g486000_4532,1.39,1.31,0.72,3.34,3.94,3.79,1.71,1.08,1.64
Cre12.g486050_4532,4.07,3.81,5.04,13.28,16.05,11.79,9.45,7.7,8.8
Cre12.g486100_4532,76.75,67.89,131.23,91.37,113.12,114.26,114.24,98.36,102.52
Cre12.g486208_4532,1.94,1.56,2.11,2.69,2.99,2.5,5.69,1.98,4.6
Cre12.g486209_4532,1.84,2.42,2.04,8.24,12.4,9.39,0.76,5.22,6.37
Cre12.g486250_4532,43.08,41.73,60.11,143.03,205.06,181.92,117.99,84.98,90.67
Cre12.g486300_4532,3425.03,3052.16,3618.86,3722.06,3726.15,3835.2,2715.66,4208.1,4786.11
Cre12.g486350_4532,0.25,0.15,0.77,0.41,0.05,0.35,0.46,1.14,0.32
Cre12.g486400_4532,2.14,2.45,3.23,12.24,9.24,8.9,3.63,4.66,6.1
Cre12.g486450_4532,1.39,2.83,1.04,12.72,5.3,12.38,23.05,7.23,13.71
Cre12.g486550_4532,4.51,4.52,2.63,9.17,14.43,13.83,15.48,7.01,12.73
Cre12.g486551_4532,0.45,0.66,0.55,0.49,0.56,0.67,0.39,0.52,0.82
Cre12.g486600_4532,3.39,4.42,3.65,2.68,4.32,4.24,3.05,6.34,8.07
Cre12.g486650_4532,3.1,3.27,1.65,8.24,12.11,9.7,9.9,3.28,5.15
Cre12.g486700_4532,2.9,3.86,2.83,4.41,6.25,5.24,9.62,5.33,9.3
Cre12.g486750_4532,0,0,0,0.21,0.33,0.21,0.56,0.36,0.46
Cre12.g486850_4532,0.09,0.09,0.07,0.11,0.07,0.29,0.18,0.13,0.18
Cre12.g486851_4532,0,0.03,0,0.03,0.13,0.13,0.13,0.03,0
Cre12.g486900_4532,0.41,0.91,1.7,2.9,1.97,3.78,5.51,0.93,2.28
Cre12.g486950_4532,0.02,0.09,0.12,40.69,45.76,41.37,26.8,28.19,29.34
Cre12.g487000_4532,0.09,0.31,0.04,0.04,0.02,0.21,0,0,0.02
Cre12.g487050_4532,1.56,1.02,0.46,29.81,29.18,20.63,8.51,10.1,14.12
Cre12.g487100_4532,4.29,4.26,3.39,7.43,1.33,2.18,13.26,2.84,5.51
Cre12.g487101_4532,0,0,0,0.09,0.13,0.1,0.03,0.01,0.03
Cre12.g487150_4532,2.27,2.06,1.11,1.32,0.13,0.5,3.38,1.61,1.92
Cre12.g487200_4532,4.82,4.26,3.63,31.7,56.93,63.44,18.56,1.98,5.79
Cre12.g487250_4532,23.2,24.53,19.29,91.71,105.62,99.74,43.14,41.87,46.39
Cre12.g487350_4532,1.29,2.07,1.26,6.28,7.11,5.73,5.95,2.6,3.3
Cre12.g487400_4532,4.8,4.39,2.74,10.61,16.23,12.85,10.47,3.53,5.06
Cre12.g487450_4532,5.19,4.33,1.76,19.12,23.56,18.74,13.46,5.95,10.99
Cre12.g487500_4532,4.28,5.76,3.35,9.55,5.05,7.25,10.82,4.79,7.05
Cre12.g487600_4532,3.88,3.84,1.5,11.28,8.64,7.77,7.41,2.91,8.19
Cre12.g487601_4532,0.02,0,0,0,0,0,0.02,0,0
Cre12.g487650_4532,0.02,0.02,0.01,0.21,0.15,0.15,0.14,0.01,0.01
Cre12.g487700_4532,2.76,1.59,1.01,9.06,5.84,4.75,16.54,2.7,5.89
Cre12.g487750_4532,0,0,0,0,0.28,0,0,0,0.04
Cre12.g487800_4532,0,0.02,0,0.62,0.58,0.49,0.13,0.21,0.17
Cre12.g487850_4532,9.22,9.29,8.82,68.8,75.37,57.3,21.25,13.77,21.65
Cre12.g487900_4532,1.96,3.34,1.58,2.71,5.46,3.64,0.78,2.88,3.59
Cre12.g487950_4532,1.01,1.38,3.54,2.11,0.67,1.31,0.57,2.29,1.4
Cre12.g488000_4532,0.23,0.23,0.17,43.72,40.88,44.97,11.21,8.13,14.33
Cre12.g488050_4532,0.05,0.06,0.04,11.97,7.45,10.41,2.2,0.39,1.5
Cre12.g488100_4532,4.58,6.42,1.68,4.12,5.66,2.93,5.1,3.57,4.69
Cre12.g488150_4532,2.47,3.23,1.99,0.98,1.32,1.18,0.28,0.11,0.18
Cre12.g488173_4532,0.15,0.15,0.17,0.33,0.16,0.19,0.05,0.05,0.08
Cre12.g488250_4532,2.47,2.61,1.36,7.8,7.6,6,4.79,3.96,6.11
Cre12.g488350_4532,15.07,17.7,11.96,6.22,12.35,7.91,3.34,14.48,22.83
Cre12.g488351_4532,0.16,0.29,0.1,24.72,23.1,19.26,17.14,5.41,9.6
Cre12.g488400_4532,0.22,0.47,0,3.28,2.58,2.18,0.25,0.86,1.04
Cre12.g488450_4532,0.15,0.09,0.2,5.83,7.14,3.85,1.89,1.36,1.29
Cre12.g488500_4532,0,0,0,0.61,0.54,0.34,0.59,0.32,0.21
Cre12.g488550_4532,2.33,3.36,1.06,4.14,4.37,4.33,3.16,3.54,6.02
Cre12.g488600_4532,11.72,16.79,5.98,14.76,25.46,18.25,4.69,10.22,11.25
Cre12.g488750_4532,1.65,2.08,1.32,5.07,4.28,4.31,4.31,2.81,3.41
Cre12.g488752_4532,0.49,0.61,0.29,0.56,0.46,0.6,0.36,0.59,0.71
Cre12.g488800_4532,4.64,11.21,1.95,1.48,3.45,1.67,0.3,0.11,0.21
Cre12.g488850_4532,3.74,3.73,5.32,12.9,21.17,16.64,6.35,6.12,7.03
Cre12.g489000_4532,1.74,2.84,1.17,10.47,9.74,10.54,3.2,4.35,4.62
Cre12.g489050_4532,3.97,4.09,2.28,6.8,10.89,6.81,8.36,3.92,6.14
Cre12.g489150_4532,3.7,5.22,4.35,15.89,20.74,16.77,15.99,10.65,14.51
Cre12.g489153_4532,12472.11,11414.49,6843.45,8381.45,5695.53,7682.14,10258.08,6994.28,9003.05
Cre12.g489200_4532,2.01,2.59,1.29,4.96,4.84,4.19,0.74,3.18,3.56
Cre12.g489250_4532,2.09,2.43,1.86,2.65,3.31,2.18,4.56,2.63,3.4
Cre12.g489300_4532,2.24,5.5,0.88,6.13,6.93,8.03,4.58,3.08,9.15
Cre12.g489350_4532,0.59,0.75,0.36,0.73,1.06,0.89,0.61,1.35,1.23
Cre12.g489400_4532,1.33,1.06,1.09,0.99,0.2,0.55,1.28,0.74,1.11
Cre12.g489450_4532,3.31,3.8,2.96,6.55,5.96,5.39,7.54,6.12,6.91
Cre12.g489500_4532,0.33,0.32,0.25,0.86,0.86,0.74,2.49,1.34,1.77
Cre12.g489550_4532,0.73,0.77,0.47,1.56,1.78,1.66,3.36,1.94,2.3
Cre12.g489600_4532,4.29,4.93,3.01,9.94,31.44,21.75,7.95,4.73,11.16
Cre12.g489650_4532,0.53,2.5,0.1,0.6,0.39,0.85,1.43,2.39,4.49
Cre12.g489700_4532,10.83,8.01,6.6,7.5,5.14,7.73,14.85,9.78,11.86
Cre12.g489750_4532,8.39,7.16,12.08,30.59,47.61,44.11,42.78,20.11,34.86
Cre12.g489850_4532,0.03,0,0.03,2.8,8.69,2.99,0.79,0.48,0.52
Cre12.g489900_4532,3.91,5.54,2.99,9.09,2.94,3.03,5.76,6.17,7.44
Cre12.g489950_4532,1.93,2.05,1.92,10.57,11.94,12.84,5.73,7.93,9.84
Cre12.g490000_4532,20.09,14.43,16.33,25.35,79.73,59.06,85.83,13.84,25.55
Cre12.g490050_4532,7.22,6.66,6.56,9,14.21,11.08,6.47,9.39,10.22
Cre12.g490100_4532,17.52,17.48,14.25,37.58,73.7,63.99,44.78,29.94,36.65
Cre12.g490150_4532,0,0.01,0.04,0.11,0.18,0.25,0.12,0.3,0.17
Cre12.g490200_4532,0.14,0.12,0.05,4.15,6.38,3.55,3.12,1.21,1.64
Cre12.g490250_4532,0.51,0.62,0.83,0.51,0.58,0.66,1.37,1.36,1.62
Cre12.g490300_4532,0.06,0.19,0.07,0,0,0.07,1.27,0,0.19
Cre12.g490350_4532,18.34,15.23,52.1,29.84,5.07,10.46,37.82,27.45,23.35
Cre12.g490450_4532,4.08,4.91,2.02,12.55,14.44,11.89,13.07,3.99,7.44
Cre12.g490451_4532,0.11,0,0,0.35,0,0.17,0.06,0.16,0.17
Cre12.g490500_4532,239.96,208.88,205.47,311.39,30.69,79.51,458.21,61.5,133.41
Cre12.g490550_4532,0.03,0.03,0.03,0.37,0.13,0.34,0.36,0.37,0.24
Cre12.g490600_4532,3.89,3.72,6.04,39.65,34.26,32.73,7.97,7.18,7.98
Cre12.g490650_4532,14.93,14.11,10.77,13.13,13.61,13.2,5.67,9.19,10.93
Cre12.g490700_4532,2.35,2.77,1.91,3.24,3.32,3.04,6.67,2.45,3.65
Cre12.g490750_4532,1.86,1.69,1.63,2.32,2.48,2.41,2.94,2.64,2.66
Cre12.g490800_4532,0.54,1.04,0.43,0.24,0.18,0.15,0.4,0.39,0.53
Cre12.g490850_4532,0.48,0.49,0.58,0.3,0.35,0.46,4.16,0.3,0.59
Cre12.g490891_4532,4.39,2.97,12.65,2.26,1.12,3.5,3.13,5.37,3.13
Cre12.g491000_4532,4.43,5.55,2.89,11.06,15.42,13.23,4.67,8.08,12.15
Cre12.g491050_4532,0.02,0.07,0.02,2.83,2.48,2.11,2.98,1.2,0.99
Cre12.g491150_4532,4.34,3.95,10.97,9.07,4.5,6.1,5.86,12.08,9.86
Cre12.g491200_4532,0.85,0.86,0.21,3.29,5.69,6.43,4.26,3.71,5.5
Cre12.g491250_4532,4.11,4.12,2.35,10.71,19.73,16.1,10.41,5.51,12.19
Cre12.g491400_4532,0.06,0,0,0.07,0,0,0.26,0.06,0.19
Cre12.g491450_4532,5.59,6.37,4.88,13.4,3.06,5.66,15.49,6.35,8.83
Cre12.g491500_4532,1.82,2.04,3.56,3.15,5.74,5.03,3.01,3.84,3.82
Cre12.g491550_4532,0.05,0,0,0.21,0.05,0,0,0,0
Cre12.g491600_4532,5.47,8.22,3.24,11.58,9.64,9.5,6.86,3.87,5.99
Cre12.g491951_4532,0,0.09,0,0,0,0,0,0,0
Cre12.g491952_4532,0.77,1.32,5.27,0.02,0,0,0,0,0.03
Cre12.g492050_4532,0.84,2.34,1.83,0.07,0.1,0.08,0.02,0.06,0.05
Cre12.g492200_4532,2.21,3.67,2.13,3.37,6.18,4.3,4.91,5.87,5.35
Cre12.g492250_4532,2.59,2.33,0.81,8.09,6.86,6.68,15.89,2.42,6.93
Cre12.g492300_4532,51.31,46.79,53.08,59.72,70.53,73.61,58.39,45.35,67.29
Cre12.g492350_4532,13.18,12.09,15.83,22.96,3.51,8.14,23.32,13.02,17.99
Cre12.g492450_4532,1.08,1.18,0.96,1.93,1.06,0.98,6.64,0.98,1.37
Cre12.g492500_4532,3.42,4.05,0.39,17.69,10.92,13.51,8.24,4.24,9.67
Cre12.g492550_4532,1.3,1.78,1.44,4.74,2.61,1.99,5.39,1.69,2.66
Cre12.g492600_4532,0.93,1.21,3.93,2.73,0.55,0.77,1.62,2.21,1.69
Cre12.g492650_4532,0.47,0.62,2.06,8.95,2.64,2.44,2.19,0.31,1.11
Cre12.g492700_4532,1.98,2.53,0.21,35.98,34.97,32.55,29.27,9.82,19.5
Cre12.g492750_4532,3.22,3.09,3.03,7.24,11.99,9.65,15.78,7.72,11.5
Cre12.g492850_4532,0.3,0.34,0.05,4.15,1.62,2.04,5.15,0.69,1.43
Cre12.g492851_4532,0.13,0.19,0.09,1.37,0.98,1.13,2.28,0.5,0.8
Cre12.g492900_4532,1.23,1.53,0.99,4.62,2.51,1.48,8.18,1.93,3.59
Cre12.g492950_4532,1.37,0.91,1.43,9.05,12.74,13.78,12.76,7.18,6.58
Cre12.g492954_4532,0.52,0.52,3.19,0,0,0,0.07,0,0
Cre12.g493000_4532,1.17,1.27,0.77,2.01,2.82,2.91,4.73,1.6,2.63
Cre12.g493050_4532,0,0.03,0,0,0,0,0,0.13,0.04
Cre12.g493100_4532,0.03,0.11,0,0,0.08,0.04,0,0,0.1
Cre12.g493150_4532,19.11,15.43,15.52,22.93,15.11,17.39,20.55,9.79,18.45
Cre12.g493200_4532,0.43,1.59,0.39,1.34,0.24,0.4,0.83,1.08,0.96
Cre12.g493250_4532,13.55,14.86,11.93,22.5,26.7,27.67,24.74,18.45,26.51
Cre12.g493300_4532,0.36,0.37,0.89,0.3,0.12,0.38,0.78,0.97,0.3
Cre12.g493350_4532,2.01,1.5,1.8,3.78,1.25,2.64,14.29,3.33,3.64
Cre12.g493400_4532,0,0.03,0.03,0.14,0.12,0.08,0.19,0.18,0.14
Cre12.g493404_4532,0.83,1.12,0.72,2.3,0.63,2.15,2.55,3.83,2.37
Cre12.g493450_4532,0.71,1.11,0.53,2.01,0.93,1.11,2.03,1.82,3.08
Cre12.g493500_4532,3.01,4.82,1.75,3.32,4.99,3.45,0.57,3.6,5.11
Cre12.g493550_4532,0.46,0.67,0.74,0.45,0.53,0.59,1.4,0.91,1.25
Cre12.g493600_4532,1.5,2.52,0.82,3.05,2.63,2.16,3.31,2.26,3.29
Cre12.g493650_4532,0,0,0.09,0.18,0.63,0.35,0.09,0.58,0.26
Cre12.g493700_4532,0.06,0.12,0.04,3.24,2.58,1.7,1.98,1.41,1.98
Cre12.g493750_4532,0.47,0.38,0.24,2.39,3.68,3.4,2.03,2.68,3.16
Cre12.g493900_4532,1.65,1.28,1.82,1.65,1.1,0.67,2.12,3.53,2.66
Cre12.g493903_4532,2.69,3.99,3.05,10.63,5.08,11.75,21.86,7.44,17.52
Cre12.g493950_4532,356.04,246.89,397.77,507.94,101.79,159.58,789.91,126.03,246.36
Cre12.g494000_4532,5.37,5.06,3.31,13.55,20.3,20.28,14.65,12.44,16.53
Cre12.g494050_4532,10069.29,10905.5,7847.66,8242.79,8144.47,7799.92,9434.81,7221.94,8176.98
Cre12.g494100_4532,6.71,6.37,7.23,12.19,28.46,20.7,15.9,10.33,13.49
Cre12.g494150_4532,0,0,0,0,0.57,0,0,0.06,0.12
Cre12.g494200_4532,0.19,0.24,0.04,1.57,2.51,1.61,0.3,1.07,1.56
Cre12.g494250_4532,0.05,0.15,0.59,0.29,0.33,0.05,0.42,0.76,0.37
Cre12.g494252_4532,0.2,0.39,0.17,0.88,0.63,0.54,1.62,1.15,1.16
Cre12.g494350_4532,4.29,3.89,5.57,15.68,36.55,26.14,9.61,8.34,10.41
Cre12.g494400_4532,0.7,1.01,0.45,1.18,0.76,1.34,2.71,1.16,1.51
Cre12.g494450_4532,348.8,246.18,561.91,150.38,34.39,66.94,292.08,228.95,220.51
Cre12.g494500_4532,2.63,2.89,1.17,2.94,1.59,1.29,3.69,2.53,3.11
Cre12.g494550_4532,6.72,5.88,8.85,21.76,12.63,9.9,27.24,4.8,4.85
Cre12.g494600_4532,0.52,0.63,0.17,0.7,0.08,0.14,2,0.41,0.72
Cre12.g494650_4532,0,0,0.01,0.01,0,0.01,0.01,0.41,0.16
Cre12.g494750_4532,208.7,155.55,156.66,426.15,94.56,133.46,567.94,65.24,158.68
Cre12.g494800_4532,24.97,21.68,25.99,51.31,61.98,68.83,81.26,51.99,69.7
Cre12.g494850_4532,546.86,553.35,464.83,338.56,182,238.88,282.63,351.09,383.69
Cre12.g494900_4532,6.65,6.45,5.26,15.52,30.7,22.21,12.79,9.03,12.25
Cre12.g494950_4532,0,0,0,0,0.14,0,0,0,0
Cre12.g495000_4532,0.65,0.69,0.55,3.48,6.54,3.79,3.47,1.45,2.15
Cre12.g495050_4532,1.3,0.77,0.85,0.43,1.76,1.61,3.69,1.28,2.05
Cre12.g495100_4532,0.52,0.71,0.25,2.2,1.84,1.3,0.96,1.32,1.83
Cre12.g495250_4532,1.87,1.74,2.88,5.13,8.55,7.76,12.2,4.92,6.7
Cre12.g495300_4532,2.1,1.59,2.28,2.72,1.08,1.93,13.97,1.51,2.08
Cre12.g495350_4532,0.15,0.34,0.2,5.94,8.68,6.35,2.59,4.25,5.75
Cre12.g495401_4532,0,0,0.02,0.57,0.29,0.33,0.03,0.12,0.17
Cre12.g495450_4532,0.29,0.05,0.19,0.62,0.82,0.57,0.16,0.19,0.2
Cre12.g495500_4532,0.29,0.35,0.35,0.49,0.19,0.27,1.11,0.5,0.63
Cre12.g495550_4532,2.47,2.18,13.79,9.18,4.64,10.41,22.46,22.4,22.96
Cre12.g495600_4532,0.46,0.56,0.83,0.72,0.3,0.45,1.32,1.85,1.22
Cre12.g495650_4532,9.92,7.73,10.57,7.83,22.59,21.3,15.03,19.14,17.83
Cre12.g495701_4532,0.03,0.06,0,0,0,0.07,0,0.03,0.03
Cre12.g495800_4532,1.14,0.95,1.19,3.09,3.28,3.62,2.95,2.1,1.95
Cre12.g495850_4532,13.59,8.71,40.44,1.79,2.46,2.55,1.12,9.84,7.93
Cre12.g495900_4532,0.53,0.76,0.39,0.23,0.21,0.15,0.16,0.44,0.49
Cre12.g495950_4532,0.53,0.55,0.21,1.03,0.96,0.99,1.1,0.94,0.98
Cre12.g495951_4532,165.87,127.58,123.12,286.98,558.81,428.91,356.8,217.81,343
Cre12.g495953_4532,1.07,1.21,1.1,0.06,0.06,0.06,0,0,0.18
Cre12.g495956_4532,35.87,45.67,23.93,96.93,89.35,85.8,141.14,57.53,87.75
Cre12.g496100_4532,3.98,3.43,4.1,7.66,9.29,7.67,22.71,7.24,13.31
Cre12.g496150_4532,2.1,3.04,3.64,34.47,45.95,31.65,1.34,14.09,18.42
Cre12.g496200_4532,0.33,0.38,0.77,0.27,0.21,0.7,0.57,1.02,0.82
Cre12.g496250_4532,0.2,0.31,0.2,0.45,0.23,0.38,0.44,0.68,0.57
Cre12.g496300_4532,0.28,0.49,0.27,0.77,0.59,0.63,1.14,0.85,0.6
Cre12.g496350_4532,1.18,1.67,1.03,2.81,1.4,1.65,0.49,0.68,0.97
Cre12.g496400_4532,0.18,0.25,0.11,3.93,2.81,2.89,5.57,0.17,0.12
Cre12.g496450_4532,2.08,1.96,1.08,4.3,7.24,6.54,5.78,2.69,4.28
Cre12.g496500_4532,0.37,0.7,0.22,1.18,0.61,1.06,0.97,1.08,2.37
Cre12.g496550_4532,2.87,3.18,1.99,8.8,8.69,6.75,2.87,7.64,9.06
Cre12.g496645_4532,0.53,0,3.03,2.53,0,2.24,1.38,5.53,0.82
Cre12.g496650_4532,5.22,4.37,3.12,13.27,30.74,29.12,10.74,11.46,16.94
Cre12.g496700_4532,11.16,10.09,25.69,7.77,4.46,7.19,14.49,19.36,16.45
Cre12.g496750_4532,26.91,24.8,38.82,35.5,52.89,43.3,38.45,40.22,40.01
Cre12.g496800_4532,2.01,1.81,0.98,1.46,2.26,1.74,3.62,3.25,5.36
Cre12.g496850_4532,0.18,0.38,0.1,0.91,0.69,0.71,0.74,0.56,0.89
Cre12.g496900_4532,0,0.14,0,1.21,2.32,0.98,0.38,0.67,1.02
Cre12.g496950_4532,1.48,2.34,1.78,2.26,2.18,2.22,2.96,2.4,2.76
Cre12.g497000_4532,1,0.94,1.3,3.04,4.39,3.31,4.64,2.16,2.69
Cre12.g497100_4532,0.28,0.34,0.06,0.6,1.45,1.22,1.41,1.43,1.69
Cre12.g497101_4532,1.64,1.29,0.94,3.44,3.07,4.02,3.8,1.05,1.75
Cre12.g497150_4532,4.54,4.97,5.54,27.2,48.06,44.28,25.07,14.19,22.02
Cre12.g497200_4532,3.22,2.91,2.51,15.82,18.68,18.57,19.04,8.04,11.9
Cre12.g497250_4532,0.93,1.46,0.66,2.56,2.64,1.76,1.97,0.88,1.48
Cre12.g497300_4532,262.82,222.87,188.24,202.91,193.84,196.76,271.06,267.48,227.21
Cre12.g497350_4532,3.55,3.41,0.61,2.37,1.88,2.67,29.27,0.63,1.87
Cre12.g497400_4532,0.65,0.51,0.5,0.64,0.7,0.96,1.26,0.73,1.38
Cre12.g497450_4532,1.12,1.21,1.77,1.36,1.95,1.96,2.91,3.6,3.86
Cre12.g497500_4532,0.55,0.87,0.3,3.19,3.1,2.89,3.8,1.06,2.19
Cre12.g497650_4532,0.08,0.04,0.16,1.3,0.82,0.98,0.4,1.4,0.79
Cre12.g497652_4532,0.92,0.74,2.44,1.08,1.3,1.29,1.42,4.15,2.8
Cre12.g497653_4532,1.47,2.3,0.38,5.23,2.6,2.98,6,2.36,5.57
Cre12.g497700_4532,1.33,1.6,0.68,2.54,1.74,1.56,3.13,1.3,2.24
Cre12.g497750_4532,7.28,6.78,5.79,11.85,11.28,9.57,15.21,10.51,13.52
Cre12.g497800_4532,0.13,0.17,0.05,0.23,0.01,0.02,1.4,0.3,0.3
Cre12.g497850_4532,15.62,12.38,10.52,14.78,6.97,12.49,58.29,12.13,20.47
Cre12.g497900_4532,8.95,8.22,6.48,21.81,33.92,32.67,8.46,14.53,23.99
Cre12.g497950_4532,0.75,0.74,0.51,40.98,51.27,39.03,4.01,2.23,3.95
Cre12.g498000_4532,0.04,0.02,0,6.39,6.52,4.91,0.04,0.12,0.5
Cre12.g498050_4532,5.17,4.2,5.07,8.76,11.74,13.3,8.18,7.55,10.1
Cre12.g498100_4532,9.46,5.78,7.29,16.94,41.49,39.91,38.5,9.18,14.08
Cre12.g498150_4532,2.87,2.56,1.79,5.68,18.84,13.61,2.48,5.13,6.97
Cre12.g498200_4532,2.04,2.91,8.23,7.39,4.51,7.33,13.97,9.78,15.62
Cre12.g498250_4532,7137.58,7825.82,5443.86,4718.67,4211.8,4249.45,6047.41,5098.45,5374.69
Cre12.g498300_4532,5.05,5.9,4.45,15.27,15.82,13.19,9.44,4.71,6.37
Cre12.g498350_4532,2.26,3.65,1.23,6.19,4.94,4.22,10.37,4.08,6.19
Cre12.g498400_4532,1.51,1.89,1.11,5.6,9.8,7.07,7.72,3.9,5.42
Cre12.g498450_4532,5.23,4.25,3.52,8.71,16.25,15.82,17.13,3.85,6.57
Cre12.g498500_4532,1.96,3.41,3.11,9.04,9.94,7.56,8.46,2.02,7.39
Cre12.g498550_4532,30.66,20.68,72.81,21.88,2.22,6.94,37.95,25.23,37.35
Cre12.g498600_4532,1361.3,1390.03,1891.71,928.81,1074.27,879.3,975.7,1230.93,887.22
Cre12.g498650_4532,0.03,0.08,0.15,2.98,1.41,2.5,2.15,3.19,1.54
Cre12.g498700_4532,1.23,1.87,5.13,2.62,1.59,4.43,5.78,7.98,5.49
Cre12.g498750_4532,0.14,0.54,0.14,0.89,0.38,0.19,0.18,1.11,1.53
Cre12.g498800_4532,5.38,4.35,3.01,53.6,49.51,44.91,11.63,4.23,7.44
Cre12.g498850_4532,27.19,28.1,7.39,68.54,19.63,22.52,66.45,21.59,31.26
Cre12.g498900_4532,6050.17,6515.71,4920.69,3567.45,3232.09,3292.67,4337.01,3292.36,4363.85
